"Datasheets","Image","Digi-Key Part Number","Manufacturer Part Number","Manufacturer","Description","Quantity Available","Factory Stock","Unit Price (USD)","@ qty","Minimum Quantity","Packaging","Series","Capacitance","Tolerance","Voltage - Rated","ESR (Equivalent Series Resistance)","Lifetime @ Temp.","Termination","Mounting Type","Package / Case","Lead Spacing","Size / Dimension","Height - Seated (Max)","Operating Temperature"
"http://www.nesscap.com/common/download.jsp?dir=product&sfn=BKBTGVMASWXYNND.pdf","http://media.digikey.com/Photos/NessCap%20Photos/UltraCap8%20SERIES.JPG","589-1000-ND","ESHSR-0003C0-002R7","NessCap Co Ltd","CAP 3F -10% +20% 2.7V T/H",115476,0,"2.07000",0,1,"Bulk","ESHSR","3F","-10%, +20%","2.7V","55 mOhm","1000 Hrs @ 85°C","-","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.846"" (21.50mm)","-40°C ~ 65°C"
"http://www.maxwell.com/images/documents/k2series_ds_10153704.pdf","http://media.digikey.com/Photos/Maxwell%20Technologies%20Photos/BCAP3000%20P270%20K04.JPG","1182-1021-ND","BCAP3000 P270 K04","Maxwell Technologies Inc","CAP 3000F 2.7V THREADED",622,0,"60.40000",0,1,"Bulk","K2","3000F","-","2.7V","0.29 mOhm","1500 Hrs @ 65°C","Threaded Stud","Threaded Stud","Axial, Can - Screw Terminals","-","2.390"" Dia (60.70mm)","5.445"" (138.30mm)","-40°C ~ 65°C"
"http://www.maxwell.com/images/documents/hcseries_ds_1013793-9.pdf","http://media.digikey.com/Photos/Maxwell%20Technologies%20Photos/BCAP0150%20P270%20T07.JPG","1182-1014-ND","BCAP0150 P270 T07","Maxwell Technologies Inc","CAP 150F 2.7V THROUGH HOLE",2083,0,"15.59000",0,1,"Bulk","HC","150F","-","2.7V","14 mOhm","1000 Hrs @ 65°C","-","Through Hole","Radial, Can - Snap-In","0.394"" (10.00mm)","0.984"" Dia (25.00mm)","2.047"" (52.00mm)","-40°C ~ 85°C"
"-","http://media.digikey.com/Photos/Maxwell%20Technologies%20Photos/BCAP0310%20P270%20T10.JPG","1182-1015-ND","BCAP0310 P270 T10","Maxwell Technologies Inc","CAP 310F 2.7V THROUGH HOLE",409,0,"12.17000",0,1,"Bulk","BC","310F","-","2.7V","2.2 mOhm","1500 Hrs @ 65°C","-","Through Hole","Radial, Can","0.472"" (12.00mm)","1.311"" Dia (33.30mm)","2.421"" (61.50mm)","-40°C ~ 65°C"
"http://media.digikey.com/pdf/Data%20Sheets/Maxwell%20Tech%20PDFs/BC_Series.pdf","http://media.digikey.com/Photos/Maxwell%20Technologies%20Photos/BCAP0350%20E270%20T11.JPG","1182-1016-ND","BCAP0350 E270 T11","Maxwell Technologies Inc","CAP 350F 2.7V THROUGH HOLE",14495,0,"11.81000",0,1,"Bulk","BC","350F","-","2.7V","3.2 mOhm","1500 Hrs @ 65°C","-","Through Hole","Radial, Can","0.748"" (19.00mm)","1.311"" Dia (33.30mm)","2.421"" (61.50mm)","-40°C ~ 65°C"
"http://www.maxwell.com/images/documents/hcseries_ds_1013793-9.pdf","http://media.digikey.com/Photos/Maxwell%20Technologies%20Photos/BCAP0100%20P270%20T01.JPG","1182-1012-ND","BCAP0100 P270 T01","Maxwell Technologies Inc","CAP 100F 2.7V THROUGH HOLE",2809,0,"10.70000",0,1,"Bulk","HC","100F","-","2.7V","15 mOhm","1000 Hrs @ 65°C","-","Through Hole","Radial, Can","0.374"" (9.50mm)","0.866"" Dia (22.00mm)","1.831"" (46.50mm)","-40°C ~ 85°C"
"http://www.kemet.com/docfinder?Partnumber=S501DC107W2R7A","http://media.digikey.com/Photos/Kemet%20Photos/S501DC107W2R7A.jpg","399-11545-ND","S501DC107W2R7A","Kemet","CAP 100F 0% +20% 2.7V T/H",251,0,"9.58000",0,1,"Bulk","S501","100F","0%, +20%","2.7V","3.6 mOhm @ 1kHz","1000 Hrs @ 65°C","-","Through Hole","Radial, Can - Snap-In","0.394"" (10.00mm)","0.866"" Dia (22.00mm)","1.850"" (47.00mm)","-40°C ~ 65°C"
"http://www.maxwell.com/images/documents/hcseries_ds_1013793-9.pdf","http://media.digikey.com/Photos/Maxwell%20Technologies%20Photos/BCAP0050%20P270%20T01.JPG","1182-1011-ND","BCAP0050 P270 T01","Maxwell Technologies Inc","CAP 50F 2.7V THROUGH HOLE",5928,0,"7.16000",0,1,"Bulk","HC","50F","-","2.7V","20 mOhm","1000 Hrs @ 65°C","-","Through Hole","Radial, Can","0.295"" (7.50mm)","0.709"" Dia (18.00mm)","1.634"" (41.50mm)","-40°C ~ 85°C"
"http://www.maxwell.com/images/documents/hcseries_ds_1013793-9.pdf","http://media.digikey.com/Photos/Maxwell%20Technologies%20Photos/BCAP0025%20P270%20T01.JPG","1182-1010-ND","BCAP0025 P270 T01","Maxwell Technologies Inc","CAP 25F 2.7V THROUGH HOLE",8075,0,"4.72000",0,1,"Bulk","HC","25F","-","2.7V","42 mOhm","1000 Hrs @ 65°C","-","Through Hole","Radial, Can","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.083"" (27.50mm)","-40°C ~ 85°C"
"http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4376_HV_Series.pdf","http://media.digikey.com/Photos/Cooper%20Bussmann%20Photos/HV0830-2R7605-R.JPG","283-4204-ND","HV0830-2R7605-R","Eaton Bussmann","CAP 6F -10% +30% 2.7V T/H",534,0,"3.29000",0,1,"Bulk","PowerStor® HV","6F","-10%, +30%","2.7V","40 mOhm @ 100Hz","1000 Hrs @ 65°C","-","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","1.220"" (31.00mm)","-40°C ~ 65°C"
"http://www.maxwell.com/images/documents/hcseries_ds_1013793-9.pdf","http://media.digikey.com/photos/Maxwell%20Technologies%20Photos/BCAP0010%20P270%20T01.jpg","1182-1009-ND","BCAP0010 P270 T01","Maxwell Technologies Inc","CAP 10F 2.7V THROUGH HOLE",27490,0,"2.99000",0,1,"Bulk","HC","10F","-","2.7V","75 mOhm","1000 Hrs @ 65°C","-","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.240"" (31.50mm)","-40°C ~ 85°C"
"http://www.maxwell.com/images/documents/hcseries_ds_1013793-9.pdf","http://media.digikey.com/Photos/Maxwell%20Technologies%20Photos/HC%20SERIES%2010mm.JPG","1182-1007-ND","BCAP0003 P270 T01","Maxwell Technologies Inc","CAP 3.3F 2.7V THROUGH HOLE",11558,0,"2.86000",0,1,"Bulk","HC","3.3F","-","2.7V","290 mOhm","1000 Hrs @ 65°C","-","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.846"" (21.50mm)","-40°C ~ 85°C"
"http://www.maxwell.com/images/documents/hcseries_ds_1013793-9.pdf","http://media.digikey.com/Photos/Maxwell%20Technologies%20Photos/HC%20SERIES%2010mm.JPG","1182-1008-ND","BCAP0005 P270 T01","Maxwell Technologies Inc","CAP 5F 2.7V THROUGH HOLE",3470,0,"2.51000",0,1,"Bulk","HC","5F","-","2.7V","170 mOhm","1000 Hrs @ 65°C","-","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.846"" (21.50mm)","-40°C ~ 85°C"
"http://www.maxwell.com/images/documents/hcseries_ds_1013793-9.pdf","http://media.digikey.com/Photos/Maxwell%20Technologies%20Photos/BCAP0001%20P270%20T01.JPG","1182-1006-ND","BCAP0001 P270 T01","Maxwell Technologies Inc","CAP 1F 2.7V THROUGH HOLE",7322,0,"2.07000",0,1,"Bulk","HC","1F","-","2.7V","700 mOhm","1000 Hrs @ 65°C","-","Through Hole","Radial, Can","0.150"" (3.80mm)","0.315"" Dia (8.00mm)","0.531"" (13.50mm)","-40°C ~ 85°C"
"http://media.digikey.com/pdf/Data%20Sheets/Nichicon%20PDFs/UM%20Series%20EVerCap.pdf","http://media.digikey.com/photos/Nichicon%20Photos/JUMT1474MED.JPG","493-3290-ND","JUMT1474MED","Nichicon","CAP 470MF 20% 2.7V THROUGH HOLE",2553,0,"1.36000",0,1,"Bulk","EVerCAP® UM","470mF","±20%","2.7V","4 Ohm @ 1kHz","1000 Hrs @ 70°C","-","Through Hole","Radial, Can","0.098"" (2.50mm)","0.248"" Dia (6.30mm)","0.413"" (10.50mm)","-25°C ~ 70°C"
"http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4376_HV_Series.pdf","http://media.digikey.com/Photos/Cooper%20Bussmann%20Photos/HV1860-2R7107-R.JPG","283-4193-ND","HV1860-2R7107-R","Eaton Bussmann","CAP 100F -10% +30% 2.7V T/H",241,0,"12.16000",0,1,"Bulk","PowerStor® HV","100F","-10%, +30%","2.7V","12 mOhm @ 100Hz","1000 Hrs @ 65°C","-","Through Hole","Radial, Can","0.295"" (7.50mm)","0.709"" Dia (18.00mm)","2.382"" (60.50mm)","-40°C ~ 65°C"
"http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/bus-elx-ds-4424-xv-series.pdf","http://media.digikey.com/Photos/Cooper%20Bussmann%20Photos/XV3560-2R7407-R.JPG","283-4209-ND","XV3560-2R7407-R","Eaton Bussmann","CAP 400F -5% +10% 2.7V T/H",943,0,"12.00000",0,1,"Bulk","PowerStor® XV","400F","-5%, +10%","2.7V","3.2 mOhm","1500 Hrs @ 65°C","-","Through Hole","Radial, Can - Snap-In","0.886"" (22.50mm)","1.378"" Dia (35.00mm)","2.480"" (63.00mm)","-40°C ~ 65°C"
"http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4376_HV_Series.pdf","http://media.digikey.com/Photos/Cooper%20Bussmann%20Photos/HV1840-2R7606-R.JPG","283-4200-ND","HV1840-2R7606-R","Eaton Bussmann","CAP 60F -10% +30% 2.7V T/H",22,0,"7.09000",0,1,"Bulk","PowerStor® HV","60F","-10%, +30%","2.7V","18 mOhm @ 100Hz","1000 Hrs @ 65°C","-","Through Hole","Radial, Can","0.295"" (7.50mm)","0.709"" Dia (18.00mm)","1.654"" (42.00mm)","-40°C ~ 65°C"
"http://nichicon-us.com/english/products/pdfs/e-um.pdf","http://media.digikey.com/photos/Nichicon%20Photos/JUMT1226MHD.JPG","493-3296-ND","JUMT1226MHD","Nichicon","CAP 22F 20% 2.7V THROUGH HOLE",679,0,"6.83000",0,1,"Bulk","EVerCAP® UM","22F","±20%","2.7V","200 mOhm @ 1kHz","1000 Hrs @ 70°C","-","Through Hole","Radial, Can","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.319"" (33.50mm)","-25°C ~ 70°C"
"http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4376_HV_Series.pdf","http://media.digikey.com/Photos/Cooper%20Bussmann%20Photos/HV1635-2R7356-R.JPG","283-4192-ND","HV1635-2R7356-R","Eaton Bussmann","CAP 35F -10% +30% 2.7V T/H",1013,0,"6.17000",0,1,"Bulk","PowerStor® HV","35F","-10%, +30%","2.7V","24 mOhm @ 100Hz","1000 Hrs @ 65°C","-","Through Hole","Radial, Can","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.496"" (38.00mm)","-40°C ~ 65°C"
"http://nichicon-us.com/english/products/pdfs/e-uw.pdf","http://media.digikey.com/Photos/Nichicon%20Photos/JUWT1336MHD.JPG","493-4337-ND","JUWT1336MHD","Nichicon","CAP 33F 20% 2.7V THROUGH HOLE",482,0,"6.08000",0,1,"Bulk","EVerCAP® UW","33F","±20%","2.7V","200 mOhm @ 1kHz","1000 Hrs @ 70°C","-","Through Hole","Radial, Can","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.319"" (33.50mm)","-25°C ~ 70°C"
"http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4376_HV_Series.pdf","http://media.digikey.com/Photos/Cooper%20Bussmann%20Photos/HV1625-2R7256-R.jpg","283-4184-ND","HV1625-2R7256-R","Eaton Bussmann","CAP 25F -10% +30% 2.7V T/H",10645,0,"4.25000",0,1,"Bulk","PowerStor® HV","25F","-10%, +30%","2.7V","27 mOhm @ 100Hz","1000 Hrs @ 65°C","-","Through Hole","Radial, Can","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.118"" (28.40mm)","-40°C ~ 65°C"
"http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4376_HV_Series.pdf","http://media.digikey.com/Photos/Cooper%20Bussmann%20Photos/HV1030-2R7106-R.JPG","283-4202-ND","HV1030-2R7106-R","Eaton Bussmann","CAP 10F -10% +30% 2.7V T/H",1624,0,"3.23000",0,1,"Bulk","PowerStor® HV","10F","-10%, +30%","2.7V","34 mOhm @ 100Hz","1000 Hrs @ 65°C","-","Through Hole","Radial, Can","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","1.240"" (31.50mm)","-40°C ~ 65°C"
"http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4376_HV_Series.pdf","http://media.digikey.com/Photos/Cooper%20Bussmann%20Photos/HV0820-2R7305-R.JPG","283-4197-ND","HV0820-2R7305-R","Eaton Bussmann","CAP 3F -10% +30% 2.7V T/H",1434,0,"1.97000",0,1,"Bulk","PowerStor® HV","3F","-10%, +30%","2.7V","80 mOhm @ 100Hz","1000 Hrs @ 65°C","-","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.827"" (21.00mm)","-40°C ~ 65°C"
"http://nichicon-us.com/english/products/pdfs/e-uw.pdf","http://media.digikey.com/Photos/Nichicon%20Photos/JUWT1155MPD.jpg","493-4331-ND","JUWT1155MPD","Nichicon","CAP 1.5F 20% 2.7V THROUGH HOLE",1580,0,"1.53000",0,1,"Bulk","EVerCAP® UW","1.5F","±20%","2.7V","3 Ohm @ 1kHz","1000 Hrs @ 70°C","-","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.512"" (13.00mm)","-25°C ~ 70°C"
"http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4376_HV_Series.pdf","http://media.digikey.com/Photos/Cooper%20Bussmann%20Photos/HV0810-2R7105-R.JPG","283-4198-ND","HV0810-2R7105-R","Eaton Bussmann","CAP 1F -10% +30% 2.7V T/H",1256,0,"1.22000",0,1,"Bulk","PowerStor® HV","1F","-10%, +30%","2.7V","200 mOhm @ 100Hz","1000 Hrs @ 65°C","-","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.531"" (13.50mm)","-40°C ~ 65°C"
"http://nichicon-us.com/english/products/pdfs/e-uw.pdf","http://media.digikey.com/Photos/Nichicon%20Photos/JUWT1105MCD.JPG","493-4330-ND","JUWT1105MCD","Nichicon","CAP 1F 20% 2.7V THROUGH HOLE",18173,0,"0.86000",0,1,"Bulk","EVerCAP® UW","1F","±20%","2.7V","4 Ohm @ 1kHz","1000 Hrs @ 70°C","-","Through Hole","Radial, Can","0.098"" (2.50mm)","0.248"" Dia (6.30mm)","0.413"" (10.50mm)","-25°C ~ 70°C"
"http://www.yuden.co.jp/productdata/catalog/en/capacitor04_e.pdf","http://media.digikey.com/Photos/Taiyo%20Yuden%20Photos/PAS%20SERIES.JPG","587-3259-6-ND","PAS3225P2R6143","Taiyo Yuden","CAP 14MF 2.6V SURFACE MOUNT",23753,0,"Calculate",0,1,"Digi-Reel®","PAS","14mF","-","2.6V","80 Ohm","-","-","Surface Mount","1210 (3225 Metric)","-","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.039"" (1.00mm)","-30°C ~ 70°C"
"http://www.yuden.co.jp/productdata/catalog/en/capacitor04_e.pdf","http://media.digikey.com/Photos/Taiyo%20Yuden%20Photos/PAS%20SERIES.JPG","587-3259-1-ND","PAS3225P2R6143","Taiyo Yuden","CAP 14MF 2.6V SURFACE MOUNT",23753,0,"2.47000",0,1,"Cut Tape (CT)","PAS","14mF","-","2.6V","80 Ohm","-","-","Surface Mount","1210 (3225 Metric)","-","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.039"" (1.00mm)","-30°C ~ 70°C"
"http://www.yuden.co.jp/productdata/catalog/en/capacitor04_e.pdf","http://media.digikey.com/Photos/Taiyo%20Yuden%20Photos/PAS%20SERIES.JPG","587-3259-2-ND","PAS3225P2R6143","Taiyo Yuden","CAP 14MF 2.6V SURFACE MOUNT",10000,0,"0.63050",0,10000,"Tape & Reel (TR)","PAS","14mF","-","2.6V","80 Ohm","-","-","Surface Mount","1210 (3225 Metric)","-","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.039"" (1.00mm)","-30°C ~ 70°C"
"http://media.digikey.com/pdf/Data%20Sheets/Elna%20America%20Inc/DZNe.pdf","http://media.digikey.com/photos/Elna%20America%20Photos/DZN-2R5D506T.JPG","604-1047-ND","DZN-2R5D506T","Elna America","CAP 50F -20% +80% 2.5V T/H",20,0,"24.61000",0,1,"Bulk","DZN","50F","-20%, +80%","2.5V","30 mOhm @ 1kHz","1000 Hrs @ 70°C","-","Through Hole","Radial, Can - Snap-In","0.394"" (10.00mm)","0.984"" Dia (25.00mm)","1.654"" (42.00mm)","-25°C ~ 70°C"
"http://www.nichicon-us.com/english/products/pdfs/e-jc692.pdf","http://media.digikey.com/Photos/Nichicon%20Photos/EVERCAPJC25-SERIES.jpg","493-3310-ND","JJC0E476MELA","Nichicon","CAP 47F 20% 2.5V THROUGH HOLE",16,0,"11.78000",0,1,"Bulk","EVerCAP® JC","47F","±20%","2.5V","70 mOhm @ 1kHz","2000 Hrs @ 60°C","-","Through Hole","Radial, Can - Snap-In","0.394"" (10.00mm)","0.984"" Dia (25.00mm)","1.457"" (37.00mm)","-25°C ~ 60°C"
"http://www.nichicon-us.com/english/products/pdfs/e-jc692.pdf","http://media.digikey.com/photos/Nichicon%20Photos/JJC0E476MELZ.JPG","493-3309-ND","JJC0E476MELZ","Nichicon","CAP 47F 20% 2.5V THROUGH HOLE",7,0,"11.42000",0,1,"Bulk","EVerCAP® JC","47F","±20%","2.5V","70 mOhm @ 1kHz","2000 Hrs @ 60°C","-","Through Hole","Radial, Can - Snap-In","0.394"" (10.00mm)","0.866"" Dia (22.00mm)","1.654"" (42.00mm)","-25°C ~ 60°C"
"http://www.rubycon.co.jp/en/catalog/e_pdfs/edlc/e_DMA_DMB.pdf","http://media.digikey.com/Photos/Rubycon/2.5DMA190M22X65.jpg","1189-1156-ND","2.5DMA190M22X65","Rubycon","CAP 190F 20% 2.5V THROUGH HOLE",2,0,"77.33000",0,1,"Bulk","DMA","190F","±20%","2.5V","100 mOhm @ 1kHz","1000 Hrs @ 60°C","-","Through Hole","Radial, Can","0.394"" (10.00mm)","0.866"" Dia (22.00mm)","2.638"" (67.00mm)","-25°C ~ 60°C"
"http://www.rubycon.co.jp/en/catalog/e_pdfs/edlc/e_DMA_DMB.pdf","http://media.digikey.com/Photos/Rubycon/2.5DMB100M20X55.jpg","1189-1157-ND","2.5DMB100M20X55","Rubycon","CAP 100F 20% 2.5V THROUGH HOLE",2,0,"52.72000",0,1,"Bulk","DMB","100F","±20%","2.5V","100 mOhm @ 1kHz","1000 Hrs @ 70°C","-","Through Hole","Radial, Can","0.394"" (10.00mm)","0.787"" Dia (20.00mm)","2.244"" (57.00mm)","-25°C ~ 70°C"
"http://www.rubycon.co.jp/en/catalog/e_pdfs/edlc/e_DMA_DMB.pdf","http://media.digikey.com/Photos/Rubycon/2.5DMB3R3M8X20.jpg","1189-1161-ND","2.5DMB3R3M8X20","Rubycon","CAP 3.3F 20% 2.5V THROUGH HOLE",2,0,"6.84000",0,1,"Bulk","DMB","3.3F","±20%","2.5V","1 Ohm @ 1kHz","1000 Hrs @ 70°C","-","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.866"" (22.00mm)","-25°C ~ 70°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dz_e.pdf","http://media.digikey.com/photos/Elna%20America%20Photos/DZ-2R5D307S57T.JPG","604-1091-ND","DZH-2R5D307S57T","Elna America","CAP 300F -20% +80% 2.5V T/H",41,0,"59.33000",0,1,"Bulk","DZH","300F","-20%, +80%","2.5V","80 mOhm","2000 Hrs @ 60°C","-","Through Hole","Radial, Can - Snap-In","0.394"" (10.00mm)","1.378"" Dia (35.00mm)","2.047"" (52.00mm)","-25°C ~ 60°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dc_e.pdf","http://media.digikey.com/photos/Elna%20America%20Photos/DC-2R5D204T614.JPG","604-1075-ND","DC-2R5D204T614","Elna America","CAP 200MF -20% +80% 2.5V HOLDER",147,0,"2.36000",0,1,"Bulk","DC","200mF","-20%, +80%","2.5V","100 Ohm @ 1kHz","1000 Hrs @ 70°C","-","Requires Holder","Coin","-","0.268"" Dia (6.80mm)","0.083"" (2.10mm)","-25°C ~ 70°C"
"http://nichicon-us.com/english/products/pdfs/e-jd.pdf","http://media.digikey.com/photos/Nichicon%20Photos/JJD0E108MSED.JPG","493-3323-ND","JJD0E108MSED","Nichicon","CAP 1000F 20% 2.5V CHASSIS MOUNT",3,0,"126.79000",0,1,"Bulk","EVerCAP® JD","1000F","±20%","2.5V","8 mOhm","2000 Hrs @ 60°C","-","Chassis Mount","Radial, Can - Screw Terminals","0.740"" (18.80mm)","1.575"" Dia (40.00mm)","4.252"" (108.00mm)","-25°C ~ 60°C"
"http://media.digikey.com/pdf/Data%20Sheets/Nichicon%20PDFs/JL%20Series%20EVerCap.pdf","http://media.digikey.com/photos/Nichicon%20Photos/JJL0E557MSEC.JPG","493-3329-ND","JJL0E557MSEC","Nichicon","CAP 550F 20% 2.5V CHASSIS MOUNT",6,0,"126.79000",0,1,"Bulk","EVerCAP® JL","550F","±20%","2.5V","5 mOhm","2000 Hrs @ 60°C","-","Chassis Mount","Radial, Can - Screw Terminals","0.500"" (12.70mm)","1.378"" Dia (35.00mm)","4.252"" (108.00mm)","-25°C ~ 60°C"
"http://media.digikey.com/pdf/Data%20Sheets/Nichicon%20PDFs/JL%20Series%20EVerCap.pdf","http://media.digikey.com/photos/Nichicon%20Photos/JJL0E407MSEC.JPG","493-3328-ND","JJL0E407MSEC","Nichicon","CAP 400F 20% 2.5V CHASSIS MOUNT",7,0,"106.09000",0,1,"Bulk","EVerCAP® JL","400F","±20%","2.5V","7 mOhm","2000 Hrs @ 60°C","-","Chassis Mount","Radial, Can - Screw Terminals","0.500"" (12.70mm)","1.378"" Dia (35.00mm)","3.465"" (88.00mm)","-25°C ~ 60°C"
"http://www.nichicon-us.com/english/products/pdfs/e-jc692.pdf","http://media.digikey.com/Photos/Nichicon%20Photos/EVERCAPJC25-SERIES.jpg","493-3311-ND","JJC0E566MELA","Nichicon","CAP 56F 20% 2.5V THROUGH HOLE",89,0,"12.49000",0,1,"Bulk","EVerCAP® JC","56F","±20%","2.5V","70 mOhm @ 1kHz","2000 Hrs @ 60°C","-","Through Hole","Radial, Can - Snap-In","0.394"" (10.00mm)","0.984"" Dia (25.00mm)","1.654"" (42.00mm)","-25°C ~ 60°C"
"http://www.nichicon-us.com/english/products/pdfs/e-jc692.pdf","http://media.digikey.com/Photos/Nichicon%20Photos/EVERCAPJC30-SERIES.jpg","493-3303-ND","JJC0E276MELB","Nichicon","CAP 27F 20% 2.5V THROUGH HOLE",59,0,"11.24000",0,1,"Bulk","EVerCAP® JC","27F","±20%","2.5V","90 mOhm","2000 Hrs @ 60°C","-","Through Hole","Radial, Can - Snap-In","0.394"" (10.00mm)","1.181"" Dia (30.00mm)","0.866"" (22.00mm)","-25°C ~ 60°C"
"http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dz_e.pdf","http://media.digikey.com/Photos/Elna%20America%20Photos/DZ8%20SERIES.JPG","604-1149-ND","DZ-2R5D105G4T","Elna America","CAP 1F -20% +80% 2.5V T/H",871,0,"1.79000",0,1,"Bulk","DZ","1F","-20%, +80%","2.5V","1 Ohm","1000 Hrs @ 70°C","-","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.669"" (17.00mm)","-25°C ~ 70°C"
"http://www.nichicon-us.com/english/products/pdfs/e-jc692.pdf","http://media.digikey.com/Photos/Nichicon%20Photos/EVERCAPJC35-SERIES.jpg","493-3319-ND","JJC0E157MELC","Nichicon","CAP 150F 20% 2.5V THROUGH HOLE",33,0,"19.67000",0,1,"Bulk","EVerCAP® JC","150F","±20%","2.5V","40 mOhm @ 1kHz","2000 Hrs @ 60°C","-","Through Hole","Radial, Can - Snap-In","0.394"" (10.00mm)","1.378"" Dia (35.00mm)","2.047"" (52.00mm)","-25°C ~ 60°C"
"http://www.nichicon-us.com/english/products/pdfs/e-jc692.pdf","http://media.digikey.com/Photos/Nichicon%20Photos/EVERCAPJC35-SERIES.jpg","493-3318-ND","JJC0E127MELC","Nichicon","CAP 120F 20% 2.5V THROUGH HOLE",49,0,"18.20000",0,1,"Bulk","EVerCAP® JC","120F","±20%","2.5V","50 mOhm @ 1kHz","2000 Hrs @ 60°C","-","Through Hole","Radial, Can - Snap-In","0.394"" (10.00mm)","1.378"" Dia (35.00mm)","1.654"" (42.00mm)","-25°C ~ 60°C"
"http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/bus-elx-ds-4423-xb-series.pdf","http://media.digikey.com/Photos/Cooper%20Bussmann%20Photos/XB3550-2R5307-R.JPG","283-4175-ND","XB3550-2R5307-R","Eaton Bussmann","CAP 300F 10% 2.5V THROUGH HOLE",64,0,"11.00000",0,1,"Bulk","PowerStor® XB","300F","±10%","2.5V","7 mOhm","1500 Hrs @ 70°C","-","Through Hole","Radial, Can - Snap-In","0.886"" (22.50mm)","1.378"" Dia (35.00mm)","2.126"" (54.00mm)","-25°C ~ 70°C"
"-","http://media.digikey.com/Photos/Cooper%20Bussmann%20Photos/M0510-2R5204-R.JPG","283-4199-ND","M0510-2R5204-R","Eaton Bussmann","CAP 200MF -20% +80% 2.5V T/H",438,0,"2.45000",0,1,"Bulk","PowerStor® M","200mF","-20%, +80%","2.5V","-","1000 Hrs @ 60°C","-","Through Hole","Radial, Can","-","-","-","-40°C ~ 60°C"
"http://www.yuden.co.jp/productdata/catalog/en/capacitor02_e.pdf","http://media.digikey.com/Photos/Taiyo%20Yuden%20Photos/PAS0815LS2R5105.JPG","587-3464-ND","PAS0815LS2R5105","Taiyo Yuden","CAP 1F 20% 2.5V THROUGH HOLE",144,0,"3.13000",0,1,"Bulk","LS","1F","±20%","2.5V","70 mOhm","-","-","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.669"" (17.00mm)","-25°C ~ 70°C"
"http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4390_B_Series.pdf","http://media.digikey.com/photos/Cooper%20Bussmann%20Photos/B%20SERIES%2014.4H,10.0D.jpg","283-2779-ND","B1010-2R5155-R","Eaton Bussmann","CAP 1.5F -20% +80% 2.5V T/H",175,0,"2.55000",0,1,"Bulk","PowerStor® B","1.5F","-20%, +80%","2.5V","300 mOhm @ 1kHz","1000 Hrs @ 70°C","-","Through Hole","Radial, Can","0.197"" (5.00mm)","0.413"" Dia (10.50mm)","0.583"" (14.80mm)","-25°C ~ 70°C"
